smiles,DM,FHM,LP,PKs,RT,SHM,TP,group
COc1ccc(/C(=C/C(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,,,1,,1,0,,valid
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,,0,,,,,,training
CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,,,1,,1,1,,training
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,,,,,1,,,training
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,1,1,1,,1,1,1,training
CCOP(=S)(CC)Sc1ccccc1,1,1,1,,1,1,,training
CCCc1ccc(O)cc1,,0,,,,,1,training
Cc1ccc([C@H](C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,,,,,0,,,training
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,1,,,,,,,training
NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1,,,0,,,,test
Nc1c([N+](=O)[O-])ccc(Oc2ccccc2)c1Cl,1,,,,1,,,valid
CCCCC#CC(=O)OCC,,,,,,,1,training
N#Cc1ccc(O)cc1,0,,,,0,,1,training
CCN(CC)c1ccccc1,0,0,,,,,1,training
O=C(O)C=CC(=O)O,0,1,,,,,,training
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,1,,,,,,,training
O=C(Cc1ccccc1)N/C(=N\OCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,,,,,1,,,training
Cc1ccc(N)cc1,1,0,,1,,,1,training
CCn1c(C)cc(=O)c(C(=O)O)c1-c1ccc(Cl)cc1,,,0,,0,,,training
COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C,,,0,,0,,,test
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1,,1,,1,,,valid
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,1,1,,,,,,training
CCc1ccc([N+](=O)[O-])cc1,,,,,,,1,training
Oc1cccc(Cl)n1,,0,,,,,,training
CCOC(=O)c1ccc(OC)cc1,,,,,,,1,training
S=C=NCc1ccccc1,,,,,,,1,training
O=[N+]([O-])c1ccccc1Br,,,,,,,1,training
CCC(=O)CC,,0,,,,,0,training
CC(=O)CCC(C)=O,,,,,,,0,training
COC(=O)c1ccc([N+](=O)[O-])cc1,,0,,,,,1,test
c1ccc([C@H]2O[C@@H]2c2ccccc2)cc1,,0,,,,,,valid
CC(C)(C)c1ccc(O)c(N)c1,,,,,,,1,training
c1ccc2c(c1)Nc1ccccc1S2,1,,,0,,,,training
CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1,,0,,,,,,training
CCOc1ccc([N+](=O)[O-])cc1,,,,,,,1,training
NC(=NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,1,,,,,,,training
CCCCCCO,0,0,,,,,1,training
CC=Cc1ccc(O)c(OC)c1,,,,,,,1,training
CC(=O)c1ccc(O)cc1O,,,,,,,1,training
Clc1ccccc1-c1ccccc1,1,1,1,,1,,,test
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,,,,,,,valid
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,,,,,1,,,training
C#CC(O)CCC,,,,,,,1,training
N=C(Nc1ccccc1)Nc1ccccc1,1,,,1,,,,training
CCOC(=O)/C=C/C(=O)OCC,,1,,,,,,training
CCCCC(=O)CC(C)=O,,,,,,,1,training
CC(=O)c1cccn1C,,0,,,,,,training
CCCC(CC)CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,,,,,0,,,training
Nc1cn[nH]c(=O)c1Cl,,,,,0,,,training
O=Cc1ccc(Cl)cc1,,1,,,,,1,test
C/C=C/C=C/CCCCCCCO,,,,,0,,,valid
O=Cc1cccc(O)c1,0,,,,,,1,training
CN(C)C(=N)N=C(N)N,0,,,,,,,training
COC(=O)C=Cc1ccccc1,,,,,,,1,training
C#CCSc1ccccc1,,,,,,,1,training
C=CCOC(=O)CC,,,,,,,0,training
O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,,0,,,,,,training
COC(=O)c1ccc(Cl)cc1,,0,,,,,,training
CCCSc1ccccc1,,,,,,,1,training
Nc1cc(Cl)ccc1O,,,,,,,1,test
c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,,,1,,1,,,valid
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1,1,1,,1,,,training
OCC=CCl,1,,,,1,,,training
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1,1,,,1,0,,training
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,1,0,1,,1,,,training
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0,,,,,,,training
c1ccc2cc3c(cc2c1)oc1ccccc13,1,,,,,,,training
CC(C)C1OCC=CCO1,0,,,,,,,training
CCCC#CCO,,,,,,,1,training
CCS(=O)CCSP(=S)(OC)OC,1,,,,,,,test
CC(=O)OCC(COC(C)=O)OC(C)=O,0,,,,,,,valid
COP(=S)(OC)Oc1ccc(SC)c(C)c1,1,1,1,,1,1,,training
C#CCOC(C)=O,,,,,,,0,training
O=c1[nH]c(Cl)c(Cl)cc1Cl,0,,,,1,,,training
Cc1cnc(C2=N[C@](C)(C(C)C)C(=O)N2)c(C(=O)O)c1,,,0,,0,,,training
Cc1ccc(CCO)cc1,,,,,,,1,training
Cn1ncc(N)c(Cl)c1=O,,,,,0,,,training
CCOC(=O)N(C(=O)OCC)C(=O)OCC,,0,,,,,,training
Cc1ccc(Cl)c(O)c1,,,,,,,1,training
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,,,0,,,0,,test
S=C=Nc1ccc2c(c1)CCC2,,,,,,,1,valid
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,1,,1,,1,1,,training
C[C@@H](COc1ccc(C(C)(C)C)cc1)O[S@+]([O-])OCCCl,,,,,1,,,training
Clc1cccc(Br)c1,1,,,,,,,training
Nc1ccc(Cl)cc1Cl,1,,,1,,,1,training
S=P(N1CC1)(N1CC1)N1CC1,0,,,,,,,training
CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,0,,,,,,,training
CNC(=O)Oc1ccccc1C1OCCO1,,,,,1,,,training
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1,,,,,,,training
N#CCCCc1ccccc1,,,,,,,1,test
O=C1CCCCCN1,0,,,,,,,valid
CCN(CC)CCCC(C)=O,,0,,,,,,training
Clc1cc(Cl)c(Cl)nc1Cl,1,,,,,,,training
ClC1=C(Cl)[C@@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@@H]3C4)[C@@]1(Cl)C2(Cl)Cl,,,1,,,,,training
CCOC(=O)CCCCCBr,,,,,,,1,training
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,1,,1,,1,1,,training
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0,,0,,1,,,training
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,1,,,,1,,,training
C#CCN1CC(=O)N(COC(=O)C2C(C=C(C)C)C2(C)C)C1=O,,,,,1,,,training
CCN(C(=O)n1nnn(-c2ccccc2Cl)c1=O)C1CCCCC1,,,,,1,,,test
CC(C)(CO)CO,0,,,,,,,valid
Cc1cc(Cl)ccc1OCC(=O)OCCCCCC(C)C,,,,,1,,,training
CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1,,1,,1,1,,training
C=CC#N,1,1,1,,,,,training
CCCOC(C)=O,0,0,,,,,0,training
O=Cc1ccc(O)cc1,0,,,,,,1,training
Cc1cccc(C)c1N=C=S,,,,,,,1,training
N#CCCOCCC#N,,0,0,,,,,training
S=C(Nc1ccccc1)Nc1ccccc1,0,0,,,,,,training
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@H]4[C@]1(CO[C@]4(O)C(=O)OC)[C@@H]32,,,0,,1,,,test
OCCCCl,,0,,,,,0,valid
CCCC1CCCC1,1,,,,,,,training
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1,0,,,,,,,training
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,0,,,,,,,training
Oc1ccc(Br)cc1Br,1,,,,,,1,training
FC(Cl)C(F)(F)F,0,,,,,,,training
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1,1,1,,1,1,,training
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,,,0,,0,,,training
CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1,,,,,1,,,training
CCCC#CC(=O)OC,,,,,,,1,test
CCCS[P@@](=O)(OCC)N1CCN(CC)/C1=N/C#N,,,,,0,,,valid
O=C1NC(=O)C2CC=CCC12,,,,,0,,,training
CCCCCCCCCCCC(=O)[O-],,,1,,1,,,training
Nc1ccc([N+](=O)[O-])cc1Cl,1,0,,,,,1,training
Cc1nnc(N)nc1C,,0,,,,,,training
CC(C)COC=O,,,,,,,0,training
CN(C)C(=O)C(c1ccccc1)c1ccccc1,0,0,0,,0,,,training
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0,0,0,,1,,,training
[O-]CCN(CC[O-])CCO,,,0,,1,,,training
CC(=O)C(C)CN(C)C,,1,,,,,,test
C=CCN,0,,,,,,,valid
Nc1c([N+](=O)[O-])cc(Cl)cc1[N+](=O)[O-],,,,,,,1,training
CCOP(=O)(NC(C)C)Oc1ccc([S+](C)[O-])c(C)c1,,,,,0,,,training
CCC(CC)COC(C)=O,,,,,,,1,training
COC(=O)c1ccccc1C(=O)OC,0,0,0,,0,0,,training
CCOC(=O)CCCCC(=O)OCC,,0,,,,,1,training
CCC#N,,0,,,,,0,training
O=C(O)c1cccc([N+](=O)[O-])c1,,,,,,,0,training
OCc1ccccc1O,,,,,,,0,training
CC(C)(c1ccccc1)c1ccc(O)cc1,1,,,0,,,,test
CCC(=O)[O-],,0,0,,,,0,valid
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1,,1,,1,1,,training
N#CCBr,,,,,,,1,training
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,,1,1,,,,,training
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,0,,,,,,,training
Cc1ccc(O)c([N+](=O)[O-])c1,,,,,,,1,training
CCC(=O)OCC(C)C,,,,,,,0,training
O=Cc1ccc(O)c(Br)c1,0,,,,,,1,training
C=CC(=O)OCC(CC)CCCC,1,,,,,,,training
CCC1CCCC(OC2CCC(NC)C(C)O2)C(C)C(=O)C2=CC3C(C=CC4CC(OC5OC(C)C(OC)C(OC)C5OC)CC43)C2CC(=O)O1,,,,,0,,,test
CC(CCO)CC(C)(C)C,1,,,1,,,,valid
OCC(Cl)(Cl)Cl,0,0,,,,,1,training
C=CCC(=O)O,,,,,,,0,training
Clc1cc(Cl)cc(Cl)c1,1,,,1,,,1,training
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,1,,,,1,,,training
O=Cc1c(Cl)cccc1[N+](=O)[O-],,,,,,,1,training
NC12CC3CC(CC(C3)C1)C2,0,0,,,,,,training
O[C@@H]1CCCC[C@H]1c1ccccc1,,0,,,,,,training
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,,,0,,0,,,training
Cc1cc(O)ccc1O,,,,,,,1,test
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)[O-],1,1,,,,,,valid
CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,0,,,,,,,training
COc1c(O)cc(Cl)c(Cl)c1Cl,1,,,,1,,,training
CCCCCC,0,1,,,,,,training
N#CC=CC(F)(F)F,1,,,,,,,training
CC(=O)CC(C)(C)O,0,,0,,,,,training
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0,,0,,1,,,training
O=C(O)c1cccc(C(=O)O)c1,0,,,,,,,training
COc1cc(CN)ccc1O,,,,,,,0,training
N#CCCCl,,,,,,,0,test
Oc1cc(Cl)c(Cl)c(Cl)c1,1,,,,,,,valid
O=Cc1cccc(C=O)c1,,,,,,,1,training
ClC(Cl)Br,0,,,1,,,,training
C=CS(=O)(=O)CC,,,,,,,1,training
CCCCCC=CCCC=O,,,,,,,1,training
CC#CC(O)CC,,,,,,,1,training
CC=C(C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@]5(O)C[C@H](O)[C@@]6(O)[C@@H](CN7C[C@@H](C)CC[C@H]7[C@@]6(C)O)[C@]5(O)C[C@@]42O[C@]13O,,,1,,,,,training
N#CCc1ccc([N+](=O)[O-])cc1,,,,,,,1,training
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,,,1,,,,,training
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,,,,,,,1,test
CCC(C)c1ccccc1O,1,,,1,,,,valid
CC(=O)c1cc(C)ccc1O,,,,,,,1,training
COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1,0,,,,,,,training
O=c1nc([O-])n(Cl)c(=O)n1Cl,1,,,,,,,training
CN(C)CCCCl,,0,,,,,,training
C=CC(=O)OCCCCCC(C)C,1,,,,,,,training
N#CC=Cc1ccccc1,,,,,,,1,training
CC(=N)NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,,,,,1,,,training
O=[N+]([O-])c1ccc(Cl)cc1,0,,,,,,1,training
S=C=Nc1ccc(N=C=S)cc1,1,,,,,,1,test
SCCCCCCS,,,,,,,1,valid
Cc1cc(Cl)nc(N)n1,,0,,,,,,training
CCNc1nc(NC(C)CC)nc(OC)n1,,,,,0,,,training
CCCCCCCCCCC#CCO,,,,,,,1,training
CCCCCCCCCCCCOS(=O)(=O)[O-],0,1,1,,1,1,,training
CCC(=O)c1ccc(N)cc1,,0,,,,,,training
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1F,,,,,1,,,training
CCCCCCCCC=CCCCCCCCC(=O)N(CCO)CCO,1,,,,,,,training
OCCCCO,,,,,,,0,training
CC(=O)CCC(C)C,,0,,,,,0,test
CC(O)CBr,,,,,,,0,valid
CCC1CO1,0,,,,,,,training
CCCCCCOc1ccc(O)cc1,,,,,,,1,training
CCCCCN,,0,,,,,1,training
Oc1ccc(CCl)cc1,,,,,,,1,training
C=CCNc1ccccc1,,0,,,,,,training
C1CCCCC1,0,1,0,,,,,training
O=Cc1ccc([N+](=O)[O-])c(O)c1,,,,,,,1,training
O=C(O)COC(CC(=O)O)C(=O)O,,0,,,0,,,training
CC(O)CCC(C)O,,,,,,,0,test
CC(C)c1ccccc1C(C)C,1,,,,,,,valid
CS(=O)(=O)C1C(Cl)C(Cl)NC(Cl)C1Cl,,,,,1,,,training
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,0,,0,,0,,,training
CCCCCC(=O)Cl,,,,,,,1,training
CC(C)C1=CC2=CCC3C(C)(CO)CCCC3(C)C2CC1,,,,,1,,,training
CC(C)CC(=O)C1C(=O)c2ccccc2C1=O,,,,,1,,,training
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,1,,1,,1,1,,training
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,1,,,,1,,,training
C#CC(C)(O)CCCC,,,,,,,0,training
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,1,,,0,,,,test
COC(=O)/C=C(/CC(=O)OC)OP(=O)(OC)OC,,,1,,,,,valid
C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O)CCCC23C)C1,,1,,,,,,training
Cc1ccc(S(=O)(=O)[N-]Cl)cc1,,1,,,,,,training
Nc1ccc(N=Nc2ccccc2)cc1,1,,,,,,,training
O=[N+]([O-])c1cccc(CO)c1,,,,,,,1,training
CCOP(=O)(Cc1ccccc1)OCC,,0,,,,,,training
NC(=O)c1ccc(Cl)cc1,,,,,,,1,training
CCOS(=O)OCC,,,,,,,0,training
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,1,,1,,1,1,,training
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1,,,,1,,,test
CCCCC=CC=CC=O,,,,,,,1,valid
CC=O,0,0,,,,,,training
C[C@@H](Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,,,,,0,,,training
CCCCC(Br)C(=O)O,,,,,,,1,training
Clc1ccccc1NNc1ccccc1Cl,1,,,0,,,,training
CC1(C)OCC2OC3(C(=O)[O-])OC(C)(C)OC3C2O1,0,,,,,,,training
CN(C)N(C)C(=O)C[NH3+],0,,,,,,,training
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,,,1,,1,1,,training
O=[N+]([O-])c1cc(I)c(O)c(I)c1,,,,,,,1,training
Cc1ccc(C=O)c2ccccc12,,,,,,,1,test
CC1CCOC1=O,,,,,,,0,valid
CC1=CC(=O)c2ccccc2C1=O,1,1,,,,,,training
COC(=O)CC(NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)c1ccc(Cl)cc1,,,,,0,,,training
CCC(CO)(CO)CO,0,,,,,0,,training
O=S(=O)([O-])c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1,,0,,,,,,training
NCC(O)CO,,,,,,,0,training
CCCCCCCCCCCCO,,1,,,,,1,training
OCCCCCCBr,,,,,,,1,training
CCN(CC)C(=O)SCc1ccc(Cl)cc1,1,,1,0,1,1,,training
C=CCOC(=O)C(=C)C,,1,,,,,0,test
CCCCOC(=O)C1C(C(=O)OCCCC)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,0,,,,,,valid
CC(O)CN,,0,,,,,,training
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1,,,,,,,1,training
CC(=O)OC(C)C,,,,,,,0,training
CCCCCCCCCO,1,1,,1,,,1,training
CCNCC,0,0,,,0,,,training
S=C=Nc1ccccc1,1,,,,,,1,training
CCC(O)CC,0,,,,,,0,training
Clc1cccc(C(Cl)(Cl)Cl)n1,1,1,1,,1,,,training
CO[PH](=O)OC,,0,,,,,,test
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,,,1,,1,,,valid
CCCCCCC(=O)CCCCCC,,,,,,,1,training
CCCCCC(C)=NO,,,,,,,1,training
CCCCOC(C)=O,0,0,0,,,,1,training
O=[N+]([O-])c1ccc(CCl)cc1,1,,,0,,,1,training
O=C(CCl)c1ccccc1,0,,,,,,,training
COCCCNc1nc(NC(C)C)nc(SC)n1,0,,1,,1,,,training
CCCCCCCC#N,,,,,,,1,training
CCCCCC=CCO,,,,,,,1,training
CCCCC(Br)CBr,,,,,,,1,test
CCC(C)Nc1ccc(NC(C)CC)cc1,1,,,,,,,valid
CCCCCC(=O)CC(C)=O,,,,,,,1,training
Clc1cccc(Cl)c1,1,1,1,1,,1,,training
C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C,,1,,,,,,training
O=Cc1cc(Cl)cc(Cl)c1O,1,,,,,,1,training
CN(C)N=O,,0,,,,,,training
C=CS(=O)(=O)C=C,,,,,,,1,training
Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,0,,0,,,,,training
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,0,,0,,,,,training
O=C(O)CCCCBr,,,,,,,0,test
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,0,,,,,,,valid
CCCC(C)CCCOC(=O)C(C)Oc1cc(Cl)c(Cl)cc1Cl,,0,,,,,,training
C=C1C(C)(C)[C@@]2(Cl)C(Cl)[C@]1(Cl)C(Cl)(Cl)C2(Cl)Cl,,,1,,,,,training
COC(=O)/C(C)=C/OP(=S)(OC)OC,,,,,1,,,training
CCCCCCCCCCCCCC[N+](C)(C)C,1,,,,,,,training
Cc1cc(O)c(C(C)C)cc1N=Nc1ccc(S(=O)(=O)c2ccc(N=Nc3cc(C(C)C)c(O)cc3C)cc2)cc1,1,,,,,,,training
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1,,0,,1,0,,training
CNCCO,,,,,,,0,training
CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,0,,0,,0,,,training
CCOC(=O)c1ccc(I)cc1,,,,,,,1,test
CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)O,0,,,,,,,valid
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,1,1,,0,,,training
O=[N+]([O-])c1cc(Br)cc(F)c1O,,,,,,,1,training
Cc1cc(C)c(S(=O)(=O)[O-])c(C)c1,0,,,,,,,training
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,,,,,,,1,training
CC(C)(C)CC=O,,,,,,,1,training
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,,1,,,,,,training
CC(O)COC(C)COC(C)CO,0,,,,,,,training
COc1cc(Cl)c(Cl)cc1O,,1,,,,,,training
CC(C)=CC1[C@@H](C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,,,1,,1,,,test
C=CC(C)(C)O,0,,,,,,0,valid
N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,1,,1,,1,1,,training
OCCCCCCO,0,,,,,,0,training
NNC(=O)c1ccncc1,0,,,,,,,training
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0,,0,,0,0,,training
Nc1cc(Cl)c(Cl)cc1[N+](=O)[O-],,,,,,,1,training
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,0,,,,,,,training
O=C1c2cccc(O)c2C(=O)c2c(O)cccc21,1,,,,,,,training
C=C1C[C@]23CC1(O)CC[C@H]2[C@@]12C=C[C@H](O)C(C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,,,,,0,,,training
Cl/C=C/CCl,,1,1,,1,1,,test
CN(C)C1CSSSC1,1,,,,1,,,valid
O=c1sc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,,,1,,1,,,training
O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F,,,,,,,1,training
CCCCOC(=O)CCCCC(=O)OCCCC,0,1,,,,,1,training
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,1,,,,1,,,training
CCCCCCCO,0,0,,1,,,1,training
Nc1ccc(Cl)cc1C(F)(F)F,1,,,,1,,,training
CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,,,1,,1,,,training
COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,,,,,1,,,training
CCOC(=O)c1ccc([N+](=O)[O-])cc1,,,,,,,1,test
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,0,,,,,,valid
N#CCCCCCCCl,,,,,,,1,training
CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,1,,,,,,,training
O=S(=O)([O-])c1ccc(O)cc1,0,,,,,,,training
COC(=O)c1ccc(CNS(C)(=O)=O)cc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,,,0,,0,0,,training
C=Cc1ccccc1C=C,1,,,,,,,training
O=C([O-])C1C2CCC(O2)C1C(=O)[O-],0,,,,,,,training
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1,,,,,,,training
CCCC=CC(C)=O,,,,,,,1,training
c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,,,,0,,,,test
ClCCN1CCCC1,,0,,,,,,valid
CCCCCC#CC(=O)OC,,,,,,,1,training
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,1,,,,,,,training
O=C1C2CC3CC(C2)CC1C3,,0,,,,,,training
CCCC(NOCC(C)Oc1ccc(Cl)cc1)=C1C(=O)CC(C2CCCSC2)CC1=O,,,,,0,,,training
C#CC(=O)O,,,,,,,1,training
CCOCC,0,0,0,,,,,training
NCC(O)CN,,,,,,,0,training
[O-]c1ccccc1-c1ccccc1,1,,,1,,,,training
CC(N)=S,0,0,,,,,,test
Cc1ccc(OP(=O)(Oc2ccc(C)cc2)Oc2ccc(C)cc2C)cc1,1,,,,,,,valid
CC(=O)c1cccc(Cl)c1,0,,,,,,,training
COc1c(F)cc(Br)cc1[N+](=O)[O-],,,,,,,1,training
CNC(=O)Oc1cccc2c1OC(C)(C)O2,1,,1,,1,,,training
Nc1ccc(F)cc1C(F)(F)F,,0,,,,,1,training
Oc1cccc(-c2ccccc2)c1,,,,,,,1,training
Nc1c(Cl)cc(Cl)cc1[N+](=O)[O-],,,,,,,1,training
OC1CC2CCC1C2,,0,,,,,,training
CC(C)CCC(=O)O,,,,,,,1,training
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,,1,1,,1,,,test
Cn1c(=O)on(-c2ccc(Cl)c(Cl)c2)c1=O,1,,1,,1,,,valid
CC(Oc1ccc(Cl)cc1Cl)C(=O)NC(C)(C#N)C(C)C,1,,,,,,,training
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,,1,1,,1,1,,training
c1ccc2[nH]c(-c3cscn3)nc2c1,1,,0,,1,0,,training
CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],,,1,,1,,,training
O=c1c2cc(F)ccc2nc(-n2cncn2)n1-c1ccc(Cl)cc1Cl,1,,,,1,,,training
Oc1ccc(-c2ccccc2)c(Cl)c1,,,1,,1,,,training
CC(OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-])C(=O)O,1,,,,,,,training
CC(C)c1ccc2c(c1Cl)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,,,,,1,,,training
CC(C)CCCCCCCCCCN(CCCCCCCCCCC(C)C)CCCCCCCCCCC(C)C,1,,,,,,,test
ClC1=C(Cl)C2(Cl)C(CBr)CC1(Cl)C2(Cl)Cl,1,,,,,,,valid
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,1,,1,,1,,,training
Nc1n[nH]c(S)n1,1,,,,,,,training
Cc1cc(=O)[nH]o1,,,0,,0,,,training
Nc1cc(-c2ccc(Cl)c(O)c2F)nc(C(=O)O)c1Cl,,,,,0,,,training
CCOc1ccccc1,,,,,,,1,training
Oc1cccc(Br)c1,,,,,,,1,training
